holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,time,month,year,day
True,256.95,0.0,0.0,1,Clear,sky is clear,2013-01-14 02:00:00,222,2,1,2013,Monday
True,283.03,0.0,0.0,1,Clear,sky is clear,2012-11-01 15:00:00,5713,15,11,2012,Thursday
True,266.36,0.0,0.0,75,Clouds,broken clouds,2017-12-21 10:00:00,4792,10,12,2017,Thursday
True,290.88,0.0,0.0,20,Rain,moderate rain,2014-07-08 04:00:00,842,4,7,2014,Tuesday
True,299.19,0.0,0.0,0,Clear,Sky is Clear,2013-06-22 18:00:00,3753,18,6,2013,Saturday
True,274.88,0.0,0.0,90,Fog,fog,2017-01-21 05:00:00,639,5,1,2017,Saturday
True,282.389,0.0,0.0,12,Clouds,few clouds,2016-10-14 10:00:00,4221,10,10,2016,Friday
True,271.28,0.0,0.0,90,Snow,light snow,2017-03-01 04:00:00,896,4,3,2017,Wednesday
True,271.15,0.0,0.0,90,Clouds,overcast clouds,2018-02-22 15:00:00,6263,15,2,2018,Thursday
True,292.04,0.0,0.0,1,Clear,sky is clear,2013-05-01 08:00:00,5860,8,5,2013,Wednesday
True,294.59,0.0,0.0,1,Clear,sky is clear,2017-07-05 06:00:00,5041,6,7,2017,Wednesday
True,295.82,0.0,0.0,75,Clouds,broken clouds,2018-06-10 21:00:00,2353,21,6,2018,Sunday
True,274.02,0.0,0.0,40,Clouds,scattered clouds,2013-04-16 05:00:00,2705,5,4,2013,Tuesday
True,273.8,0.0,0.25,90,Mist,mist,2016-01-08 13:00:00,4933,13,1,2016,Friday
True,289.48,9.53,0.0,90,Mist,mist,2013-08-06 04:00:00,852,4,8,2013,Tuesday
True,299.14,0.0,0.0,8,Rain,light rain,2013-06-23 16:00:00,4603,16,6,2013,Sunday
True,291.3,0.0,0.0,1,Clear,sky is clear,2017-04-23 18:00:00,3722,18,4,2017,Sunday
True,292.49,0.0,0.0,75,Clouds,broken clouds,2017-09-07 20:00:00,3280,20,9,2017,Thursday
True,288.74,0.0,0.0,36,Mist,mist,2013-06-11 07:00:00,6738,7,6,2013,Tuesday
True,291.41,0.0,0.0,90,Mist,mist,2017-10-02 18:00:00,3897,18,10,2017,Monday
True,289.35,0.0,0.0,90,Rain,light rain,2016-05-29 05:00:00,557,5,5,2016,Sunday
True,288.35,0.0,0.0,40,Haze,haze,2017-05-16 03:00:00,347,3,5,2017,Tuesday
True,273.64,0.0,0.0,1,Clear,sky is clear,2013-04-02 18:00:00,4692,18,4,2013,Tuesday
True,284.98,0.0,0.0,90,Clouds,overcast clouds,2013-05-26 07:00:00,1015,7,5,2013,Sunday
True,285.99,0.0,0.0,90,Clouds,overcast clouds,2013-05-27 01:00:00,514,1,5,2013,Monday
True,298.5,0.0,0.0,1,Clear,sky is clear,2015-08-08 19:00:00,3766,19,8,2015,Saturday
True,278.95,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-10 15:00:00,5551,15,4,2017,Monday
True,271.8,0.0,0.0,90,Clouds,overcast clouds,2013-03-12 18:00:00,4700,18,3,2013,Tuesday
True,290.7,0.0,0.0,1,Mist,mist,2015-06-29 01:00:00,398,1,6,2015,Monday
True,258.46,0.0,0.0,5,Clear,sky is clear,2018-01-03 16:00:00,6317,16,1,2018,Wednesday
True,282.22,0.0,0.0,90,Rain,light rain,2016-11-28 16:00:00,5857,16,11,2016,Monday
True,247.15,0.0,0.0,5,Clear,sky is clear,2017-12-31 07:00:00,959,7,12,2017,Sunday
True,272.55,0.0,0.0,90,Mist,mist,2013-01-28 20:00:00,2460,20,1,2013,Monday
True,275.36,0.0,0.0,8,Clear,sky is clear,2013-10-19 22:00:00,3096,22,10,2013,Saturday
True,293.58,0.0,0.0,1,Clear,sky is clear,2018-06-15 05:00:00,2843,5,6,2018,Friday
True,285.97,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2012-10-24 05:00:00,2643,5,10,2012,Wednesday
True,290.73,0.0,0.0,1,Clear,sky is clear,2018-07-02 02:00:00,425,2,7,2018,Monday
True,273.63,0.0,0.0,90,Clouds,overcast clouds,2012-10-28 03:00:00,443,3,10,2012,Sunday
True,256.79,0.0,0.0,5,Clear,sky is clear,2018-02-09 10:00:00,4513,10,2,2018,Friday
True,272.35,0.0,0.0,1,Clear,sky is clear,2017-03-19 06:00:00,900,6,3,2017,Sunday
True,260.12,0.0,0.0,5,Clear,sky is clear,2013-11-23 20:00:00,2594,20,11,2013,Saturday
True,275.82,0.0,0.0,90,Rain,moderate rain,2017-02-11 21:00:00,2835,21,2,2017,Saturday
True,277.66,0.0,0.0,1,Clear,sky is clear,2013-05-14 02:00:00,238,2,5,2013,Tuesday
True,289.37,1.2,0.0,75,Drizzle,light intensity drizzle,2016-05-29 03:00:00,398,3,5,2016,Sunday
True,274.83,0.0,0.0,90,Clouds,overcast clouds,2013-04-14 15:00:00,3861,15,4,2013,Sunday
True,281.72,0.0,0.0,90,Snow,snow,2015-11-11 18:00:00,3533,18,11,2015,Wednesday
True,289.44,0.0,0.0,1,Fog,fog,2017-09-12 01:00:00,364,1,9,2017,Tuesday
True,278.38,0.0,0.0,12,Mist,mist,2014-05-10 07:00:00,2157,7,5,2014,Saturday
True,289.86,0.0,0.0,1,Clear,sky is clear,2018-06-07 02:00:00,328,2,6,2018,Thursday
True,274.82,0.0,0.0,90,Rain,light rain,2016-11-30 05:00:00,2661,5,11,2016,Wednesday
True,285.36,0.0,0.0,75,Clouds,broken clouds,2015-11-02 10:00:00,4477,10,11,2015,Monday
True,292.282,0.0,0.0,92,Rain,light rain,2016-07-17 02:00:00,590,2,7,2016,Sunday
True,257.92,0.0,0.0,1,Clear,sky is clear,2014-02-24 01:00:00,309,1,2,2014,Monday
True,286.86,0.0,0.0,20,Clouds,few clouds,2017-10-13 14:00:00,5976,14,10,2017,Friday
True,272.6,0.0,0.0,90,Haze,haze,2013-02-10 16:00:00,2460,16,2,2013,Sunday
True,291.49,0.0,0.0,75,Clouds,broken clouds,2015-09-22 02:00:00,255,2,9,2015,Tuesday
True,265.15,0.0,0.0,90,Clouds,overcast clouds,2017-12-23 19:00:00,2949,19,12,2017,Saturday
True,282.9,0.0,0.0,90,Rain,moderate rain,2013-05-22 23:00:00,1125,23,5,2013,Wednesday
True,282.2,0.34,0.0,92,Drizzle,light intensity drizzle,2013-10-15 21:00:00,2486,21,10,2013,Tuesday
True,264.65,0.0,0.0,1,Clear,sky is clear,2016-03-02 03:00:00,454,3,3,2016,Wednesday
True,249.89,0.0,0.0,1,Clear,sky is clear,2014-02-26 03:00:00,324,3,2,2014,Wednesday
True,276.72,0.0,0.0,1,Clear,sky is clear,2016-02-27 09:00:00,3935,9,2,2016,Saturday
True,268.1,0.0,0.0,90,Snow,light snow,2017-01-10 13:00:00,3595,13,1,2017,Tuesday
True,303.37,0.0,0.0,75,Clouds,broken clouds,2018-08-09 17:00:00,5871,17,8,2018,Thursday
True,257.19,0.0,0.0,20,Clouds,few clouds,2013-01-14 01:00:00,265,1,1,2013,Monday
True,297.28,0.25,0.0,20,Rain,light rain,2018-08-30 16:00:00,6453,16,8,2018,Thursday
True,259.65,0.0,0.0,1,Clear,sky is clear,2016-12-10 02:00:00,523,2,12,2016,Saturday
True,283.43,0.0,0.0,1,Clear,sky is clear,2017-10-04 00:00:00,533,0,10,2017,Wednesday
True,273.09,0.0,0.0,90,Mist,mist,2016-12-04 04:00:00,336,4,12,2016,Sunday
True,267.92,0.0,0.0,1,Clear,sky is clear,2013-03-03 11:00:00,3688,11,3,2013,Sunday
True,274.66,0.0,0.0,1,Clear,sky is clear,2018-09-29 05:00:00,743,5,9,2018,Saturday
True,295.49,0.0,0.0,90,Clouds,overcast clouds,2016-07-27 07:00:00,6226,7,7,2016,Wednesday
True,273.88,0.0,0.0,90,Snow,light snow,2016-11-23 05:00:00,2584,5,11,2016,Wednesday
True,287.85,0.0,0.0,20,Clouds,few clouds,2016-05-20 08:00:00,5415,8,5,2016,Friday
True,291.5,0.0,0.0,1,Clear,sky is clear,2017-08-05 10:00:00,4049,10,8,2017,Saturday
True,276.29,0.0,0.0,1,Clear,sky is clear,2017-04-12 00:00:00,564,0,4,2017,Wednesday
True,301.73,0.0,0.0,1,Clear,sky is clear,2015-10-11 16:00:00,2855,16,10,2015,Sunday
True,297.41,0.0,0.0,1,Clear,sky is clear,2015-07-26 10:00:00,2606,10,7,2015,Sunday
True,269.36,0.0,0.0,90,Haze,haze,2018-04-15 08:00:00,674,8,4,2018,Sunday
True,291.61,0.0,0.0,90,Fog,fog,2018-07-14 05:00:00,858,5,7,2018,Saturday
True,251.73,0.0,0.0,1,Clear,sky is clear,2017-01-13 00:00:00,635,0,1,2017,Friday
True,289.68,0.0,0.0,92,Rain,light rain,2013-06-10 22:00:00,1826,22,6,2013,Monday
True,283.69,0.0,0.0,0,Clear,Sky is Clear,2013-07-29 06:00:00,5951,6,7,2013,Monday
True,293.48,0.0,0.0,92,Rain,light rain,2016-06-14 11:00:00,4866,11,6,2016,Tuesday
True,274.88,0.0,0.0,1,Clear,sky is clear,2018-04-25 05:00:00,2917,5,4,2018,Wednesday
True,275.43,0.0,0.0,90,Fog,fog,2016-03-09 08:00:00,6115,8,3,2016,Wednesday
True,287.47,0.0,0.0,90,Rain,moderate rain,2013-09-20 17:00:00,6055,17,9,2013,Friday
True,270.22,0.0,0.0,90,Snow,light snow,2017-12-15 18:00:00,4776,18,12,2017,Friday
True,300.36,0.0,0.0,1,Clear,sky is clear,2015-09-16 14:00:00,5465,14,9,2015,Wednesday
True,274.08,0.0,0.0,90,Mist,mist,2015-12-01 10:00:00,4043,10,12,2015,Tuesday
True,292.473,0.0,0.0,64,Rain,light rain,2016-10-17 15:00:00,5272,15,10,2016,Monday
True,270.55,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 12:00:00,4880,12,2,2017,Wednesday
True,275.43,0.0,0.0,75,Clouds,broken clouds,2018-03-23 11:00:00,5230,11,3,2018,Friday
True,291.15,0.0,0.0,1,Clear,sky is clear,2015-10-19 11:00:00,4441,11,10,2015,Monday
True,274.01,0.0,0.0,1,Clear,sky is clear,2018-03-09 16:00:00,6641,16,3,2018,Friday
True,276.35,0.0,0.0,5,Clear,sky is clear,2018-03-12 19:00:00,3346,19,3,2018,Monday
True,277.78,0.0,0.0,0,Clear,Sky is Clear,2014-05-14 07:00:00,6715,7,5,2014,Wednesday
True,292.69,0.0,0.0,92,Rain,moderate rain,2016-09-25 02:00:00,656,2,9,2016,Sunday
True,270.68,0.0,0.0,75,Clouds,broken clouds,2016-12-29 04:00:00,855,4,12,2016,Thursday
True,291.61,0.0,0.0,90,Mist,mist,2018-07-14 05:00:00,858,5,7,2018,Saturday
True,257.55,0.0,0.0,1,Haze,haze,2016-12-14 12:00:00,4944,12,12,2016,Wednesday
True,291.23,0.0,0.0,20,Clouds,few clouds,2016-05-18 20:00:00,2617,20,5,2016,Wednesday
True,257.75,0.0,0.0,90,Clouds,overcast clouds,2013-01-15 07:00:00,5916,7,1,2013,Tuesday
True,271.58,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 22:00:00,1783,22,1,2017,Wednesday
True,266.72,0.0,0.0,40,Clouds,scattered clouds,2012-12-21 17:00:00,5264,17,12,2012,Friday
True,258.23,0.0,0.0,1,Clear,sky is clear,2012-12-25 23:00:00,1079,23,12,2012,Tuesday
True,290.58,0.0,0.0,0,Rain,moderate rain,2014-07-08 07:00:00,6460,7,7,2014,Tuesday
True,289.34,0.0,0.0,75,Clouds,broken clouds,2014-07-17 08:00:00,6332,8,7,2014,Thursday
True,268.68,0.0,0.0,1,Clear,sky is clear,2015-11-27 12:00:00,4310,12,11,2015,Friday
True,273.28,0.0,0.0,90,Snow,light snow,2017-10-30 21:00:00,2174,21,10,2017,Monday
True,270.53,0.0,0.0,20,Clouds,few clouds,2018-03-07 15:00:00,5886,15,3,2018,Wednesday
True,293.28,0.0,0.0,1,Clear,sky is clear,2018-05-27 08:00:00,1819,8,5,2018,Sunday
True,287.46,0.0,0.0,90,Drizzle,light intensity drizzle,2013-05-10 04:00:00,673,4,5,2013,Friday
True,277.22,0.0,0.0,90,Rain,light rain,2013-05-03 01:00:00,396,1,5,2013,Friday
True,275.16,0.0,0.0,75,Clouds,broken clouds,2013-11-14 07:00:00,6866,7,11,2013,Thursday
True,286.63,0.0,0.0,90,Drizzle,drizzle,2013-05-18 08:00:00,2726,8,5,2013,Saturday
True,272.15,0.0,0.0,90,Mist,mist,2017-01-25 11:00:00,4032,11,1,2017,Wednesday
True,292.91,0.3,0.0,40,Mist,mist,2015-09-03 03:00:00,395,3,9,2015,Thursday
True,289.82,0.0,0.0,0,Clear,Sky is Clear,2016-09-26 14:00:00,4639,14,9,2016,Monday
True,254.15,0.0,0.0,4,Clear,sky is clear,2013-02-04 06:00:00,4897,6,2,2013,Monday
True,292.86,0.0,0.0,90,Rain,moderate rain,2015-07-16 20:00:00,2903,20,7,2015,Thursday
True,278.78,0.0,0.0,75,Clouds,broken clouds,2012-11-02 12:00:00,5403,12,11,2012,Friday
True,274.95,0.0,0.0,75,Mist,mist,2016-03-04 21:00:00,3036,21,3,2016,Friday
True,256.15,0.0,0.0,90,Snow,light snow,2017-12-25 06:00:00,798,6,12,2017,Monday
True,286.93,0.0,0.0,75,Clouds,broken clouds,2013-05-09 05:00:00,2737,5,5,2013,Thursday
True,301.07,0.0,0.0,40,Thunderstorm,thunderstorm,2014-08-03 18:00:00,4222,18,8,2014,Sunday
True,282.08,0.0,0.0,20,Clouds,few clouds,2018-04-19 15:00:00,6188,15,4,2018,Thursday
True,256.4,0.0,0.0,40,Clouds,scattered clouds,2014-02-04 09:00:00,5119,9,2,2014,Tuesday
True,292.88,0.0,0.0,1,Haze,haze,2017-06-12 00:00:00,658,0,6,2017,Monday
True,286.88,0.0,0.0,1,Clear,sky is clear,2017-10-20 01:00:00,427,1,10,2017,Friday
True,270.27,0.0,0.0,20,Mist,mist,2012-12-14 18:00:00,4555,18,12,2012,Friday
True,259.75,0.0,0.0,90,Mist,mist,2016-12-17 05:00:00,610,5,12,2016,Saturday
True,274.51,0.0,0.0,90,Mist,mist,2015-12-20 20:00:00,2449,20,12,2015,Sunday
True,269.88,0.0,0.0,90,Clouds,overcast clouds,2015-12-17 06:00:00,5843,6,12,2015,Thursday
True,291.628,0.0,0.0,88,Clouds,overcast clouds,2016-10-15 04:00:00,399,4,10,2016,Saturday
True,287.61,0.0,0.0,20,Fog,fog,2017-08-19 08:00:00,2710,8,8,2017,Saturday
True,291.67,0.0,0.0,20,Clouds,few clouds,2016-06-02 21:00:00,3183,21,6,2016,Thursday
True,287.45,0.0,0.0,1,Clear,sky is clear,2015-08-04 03:00:00,350,3,8,2015,Tuesday
True,296.46,0.0,0.0,90,Mist,mist,2017-09-22 09:00:00,4910,9,9,2017,Friday
True,289.58,0.0,0.0,20,Clouds,few clouds,2016-05-16 13:00:00,4703,13,5,2016,Monday
True,272.65,0.0,0.0,90,Mist,mist,2016-03-04 13:00:00,5361,13,3,2016,Friday
True,268.58,0.0,0.0,1,Clear,sky is clear,2018-04-01 23:00:00,952,23,4,2018,Sunday
True,270.98,0.0,0.0,20,Clouds,few clouds,2014-04-14 22:00:00,1528,22,4,2014,Monday
True,292.44,0.44,0.0,90,Drizzle,light intensity drizzle,2018-09-05 01:00:00,304,1,9,2018,Wednesday
True,301.95,0.0,0.0,1,Clear,sky is clear,2018-06-16 17:00:00,4053,17,6,2018,Saturday
True,272.15,0.0,0.0,90,Clouds,overcast clouds,2017-11-05 18:00:00,3765,18,11,2017,Sunday
True,287.64,0.0,0.0,0,Clear,Sky is Clear,2013-06-14 07:00:00,6651,7,6,2013,Friday
True,269.08,0.0,0.0,40,Clouds,scattered clouds,2017-01-15 13:00:00,4276,13,1,2017,Sunday
True,279.82,0.0,0.0,75,Mist,mist,2012-12-04 03:00:00,347,3,12,2012,Tuesday
True,269.74,0.0,0.0,64,Mist,mist,2014-01-11 07:00:00,1834,7,1,2014,Saturday
True,253.33,0.0,0.0,85,Clouds,overcast clouds,2013-02-01 12:00:00,5246,12,2,2013,Friday
True,275.55,0.25,0.0,90,Rain,light rain,2014-03-28 15:00:00,6172,15,3,2014,Friday
True,291.44,0.0,0.0,40,Drizzle,light intensity drizzle,2018-05-08 18:00:00,4545,18,5,2018,Tuesday
True,295.85,0.0,0.0,24,Clouds,few clouds,2013-08-30 01:00:00,458,1,8,2013,Friday
True,270.28,0.0,0.0,90,Mist,mist,2016-02-15 11:00:00,4220,11,2,2016,Monday
True,290.1,0.0,0.0,75,Rain,moderate rain,2016-06-04 20:00:00,3491,20,6,2016,Saturday
True,288.85,0.0,0.0,40,Clouds,scattered clouds,2014-07-02 09:00:00,5108,9,7,2014,Wednesday
True,287.35,0.0,0.0,90,Rain,moderate rain,2017-10-07 13:00:00,4882,13,10,2017,Saturday
True,276.81,0.0,0.0,90,Mist,mist,2017-03-30 06:00:00,5690,6,3,2017,Thursday
True,292.35,0.0,0.0,1,Mist,mist,2015-07-25 04:00:00,258,4,7,2015,Saturday
True,259.42,0.0,0.0,75,Clouds,broken clouds,2016-12-10 11:00:00,4525,11,12,2016,Saturday
True,266.51,0.0,0.0,1,Clear,sky is clear,2016-02-29 12:00:00,4859,12,2,2016,Monday
True,275.36,0.0,0.0,90,Mist,mist,2016-03-04 23:00:00,2540,23,3,2016,Friday
True,255.36,0.0,0.0,64,Clouds,broken clouds,2014-01-01 12:00:00,2574,12,1,2014,Wednesday
True,298.15,0.0,0.0,1,Clear,sky is clear,2013-07-01 12:00:00,5184,12,7,2013,Monday
True,293.82,0.0,0.0,40,Clouds,scattered clouds,2015-07-05 08:00:00,1482,8,7,2015,Sunday
True,301.06,0.0,0.0,1,Clear,sky is clear,2015-07-10 18:00:00,4609,18,7,2015,Friday
True,299.49,0.0,0.0,40,Mist,mist,2018-06-17 04:00:00,393,4,6,2018,Sunday
True,295.4,0.0,0.0,75,Clouds,broken clouds,2017-06-12 21:00:00,2421,21,6,2017,Monday
True,289.37,0.0,0.0,80,Clouds,broken clouds,2016-09-22 08:00:00,5456,8,9,2016,Thursday
True,277.01,0.0,0.0,64,Clouds,broken clouds,2013-11-06 15:00:00,6043,15,11,2013,Wednesday
True,272.4,0.0,0.0,90,Snow,heavy snow,2013-03-16 19:00:00,3572,19,3,2013,Saturday
True,291.69,0.0,0.0,1,Clear,sky is clear,2018-06-25 03:00:00,406,3,6,2018,Monday
True,285.94,0.0,0.0,1,Clear,sky is clear,2015-10-07 11:00:00,4591,11,10,2015,Wednesday
True,284.82,0.0,0.0,1,Clear,sky is clear,2018-09-08 05:00:00,830,5,9,2018,Saturday
True,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 01:00:00,332,1,10,2012,Wednesday
True,297.15,0.0,0.0,1,Rain,light rain,2018-06-07 18:00:00,4858,18,6,2018,Thursday
True,269.95,0.0,0.0,90,Clouds,overcast clouds,2013-12-04 19:00:00,2316,19,12,2013,Wednesday
True,293.71,0.0,0.0,20,Clouds,few clouds,2016-05-26 10:00:00,4694,10,5,2016,Thursday
True,287.246,0.0,0.0,80,Rain,light rain,2016-10-05 06:00:00,5487,6,10,2016,Wednesday
True,295.83,0.0,0.0,1,Clear,sky is clear,2014-05-20 15:00:00,6021,15,5,2014,Tuesday
True,285.05,0.0,0.0,75,Clouds,broken clouds,2012-11-18 16:00:00,4277,16,11,2012,Sunday
True,293.89,0.0,0.0,5,Clear,sky is clear,2017-05-05 13:00:00,5301,13,5,2017,Friday
True,290.7,0.0,0.0,1,Haze,haze,2015-07-04 02:00:00,735,2,7,2015,Saturday
True,261.22,0.0,0.0,1,Clear,sky is clear,2015-12-28 00:00:00,621,0,12,2015,Monday
True,297.51,0.0,0.0,75,Clouds,broken clouds,2018-07-25 18:00:00,4459,18,7,2018,Wednesday
True,301.94,0.0,0.0,20,Clouds,few clouds,2014-07-26 18:00:00,3864,18,7,2014,Saturday
True,296.36,0.0,0.0,75,Clouds,broken clouds,2017-08-15 14:00:00,5179,14,8,2017,Tuesday
True,288.11,0.0,0.0,1,Clear,sky is clear,2015-09-14 05:00:00,2910,5,9,2015,Monday
True,290.62,0.0,0.0,40,Clouds,scattered clouds,2017-06-19 09:00:00,4666,9,6,2017,Monday
True,288.81,0.0,0.0,40,Clouds,scattered clouds,2017-08-25 02:00:00,310,2,8,2017,Friday
True,282.62,0.51,0.0,92,Rain,light rain,2013-10-15 18:00:00,4833,18,10,2013,Tuesday
True,255.43,0.0,0.0,5,Clear,sky is clear,2018-01-03 08:00:00,5398,8,1,2018,Wednesday
True,250.38,0.0,0.0,1,Clear,sky is clear,2017-12-30 13:00:00,4197,13,12,2017,Saturday
True,283.82,0.0,0.0,90,Rain,light rain,2017-04-17 02:00:00,280,2,4,2017,Monday
True,288.1,0.0,0.0,1,Clear,sky is clear,2013-07-04 02:00:00,463,2,7,2013,Thursday
True,293.72,0.0,0.0,1,Clear,sky is clear,2017-08-01 01:00:00,406,1,8,2017,Tuesday
True,267.35,0.0,0.0,1,Mist,mist,2018-02-14 01:00:00,345,1,2,2018,Wednesday
True,275.28,0.0,0.0,40,Clouds,scattered clouds,2016-12-21 20:00:00,2722,20,12,2016,Wednesday
True,267.69,0.0,0.0,1,Clear,sky is clear,2013-03-09 00:00:00,1198,0,3,2013,Saturday
True,271.49,0.0,0.0,90,Snow,light snow,2018-02-22 17:00:00,5900,17,2,2018,Thursday
True,278.36,0.0,0.0,75,Clouds,broken clouds,2018-01-09 16:00:00,6559,16,1,2018,Tuesday
True,291.7,0.0,0.0,40,Mist,mist,2015-08-08 05:00:00,797,5,8,2015,Saturday
True,279.1,0.0,0.0,75,Clouds,broken clouds,2015-10-04 04:00:00,338,4,10,2015,Sunday
True,296.08,0.0,0.0,75,Clouds,broken clouds,2013-05-30 14:00:00,5634,14,5,2013,Thursday
True,291.51,2.67,0.0,90,Mist,mist,2015-08-18 17:00:00,5839,17,8,2015,Tuesday
True,262.08,0.0,0.0,90,Snow,light snow,2018-02-03 01:00:00,926,1,2,2018,Saturday
True,265.92,0.0,0.0,90,Mist,mist,2012-12-28 21:00:00,2614,21,12,2012,Friday
True,287.82,0.0,0.0,90,Rain,moderate rain,2014-07-01 22:00:00,1975,22,7,2014,Tuesday
True,272.35,0.0,0.0,1,Clear,sky is clear,2017-03-16 10:00:00,4617,10,3,2017,Thursday
True,299.18,0.0,0.0,40,Clouds,scattered clouds,2015-07-21 15:00:00,6026,15,7,2015,Tuesday
True,256.46,0.0,0.0,1,Haze,haze,2016-02-05 03:00:00,323,3,2,2016,Friday
True,275.15,0.0,0.0,90,Mist,mist,2017-01-21 10:00:00,3854,10,1,2017,Saturday
True,280.68,0.0,0.0,90,Clouds,overcast clouds,2015-10-13 02:00:00,251,2,10,2015,Tuesday
True,294.71,0.0,0.0,1,Clear,sky is clear,2016-07-13 04:00:00,855,4,7,2016,Wednesday
True,297.63,0.0,0.0,20,Clouds,few clouds,2013-07-17 01:00:00,434,1,7,2013,Wednesday
True,287.91,0.0,0.0,90,Clouds,overcast clouds,2014-05-28 03:00:00,389,3,5,2014,Wednesday
True,275.75,0.0,0.0,1,Clear,sky is clear,2013-05-11 06:00:00,1167,6,5,2013,Saturday
True,291.79,0.25,0.0,75,Rain,light rain,2018-09-05 06:00:00,5633,6,9,2018,Wednesday
True,274.4,0.0,0.0,90,Snow,light snow,2016-12-28 19:00:00,3278,19,12,2016,Wednesday
True,276.55,0.0,0.0,90,Rain,moderate rain,2017-03-26 01:00:00,894,1,3,2017,Sunday
True,282.69,0.0,0.0,90,Rain,moderate rain,2015-11-17 04:00:00,859,4,11,2015,Tuesday
True,299.15,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2016-07-11 13:00:00,4475,13,7,2016,Monday
True,285.15,0.0,0.0,90,Drizzle,heavy intensity drizzle,2017-10-07 08:00:00,3039,8,10,2017,Saturday
True,298.57,0.0,0.0,40,Clouds,scattered clouds,2018-09-10 16:00:00,6344,16,9,2018,Monday
True,277.58,0.0,0.0,75,Clouds,broken clouds,2018-04-28 00:00:00,1097,0,4,2018,Saturday
True,263.43,0.0,0.0,20,Clouds,few clouds,2014-02-21 16:00:00,3560,16,2,2014,Friday
True,268.3,0.0,0.0,1,Clear,sky is clear,2017-11-26 01:00:00,938,1,11,2017,Sunday
True,279.47,0.74,0.0,90,Rain,light rain,2014-04-28 19:00:00,2922,19,4,2014,Monday
True,297.62,0.0,0.0,75,Rain,moderate rain,2018-07-20 18:00:00,4465,18,7,2018,Friday
True,271.92,0.0,0.0,64,Clouds,broken clouds,2013-11-06 23:00:00,1095,23,11,2013,Wednesday
True,292.19,0.0,0.0,75,Rain,light rain,2016-05-31 04:00:00,1334,4,5,2016,Tuesday
True,296.29,0.0,0.0,75,Clouds,broken clouds,2013-07-21 20:00:00,3131,20,7,2013,Sunday
True,286.0,0.0,0.0,40,Clouds,scattered clouds,2017-10-25 16:00:00,6630,16,10,2017,Wednesday
True,274.53,0.0,0.0,1,Clear,sky is clear,2017-03-21 04:00:00,836,4,3,2017,Tuesday
True,286.88,0.0,0.0,90,Mist,mist,2017-04-14 22:00:00,4752,22,4,2017,Friday
True,274.35,0.0,0.0,90,Snow,heavy snow,2012-11-23 17:00:00,3900,17,11,2012,Friday
True,280.01,0.0,0.0,1,Clear,sky is clear,2015-11-02 06:00:00,6177,6,11,2015,Monday
True,279.28,0.0,0.0,40,Clouds,scattered clouds,2017-04-05 09:00:00,5008,9,4,2017,Wednesday
True,291.48,0.25,0.0,1,Haze,haze,2018-09-03 05:00:00,590,5,9,2018,Monday
True,259.49,0.0,0.0,75,Clouds,broken clouds,2012-12-28 05:00:00,1887,5,12,2012,Friday
True,289.12,0.0,0.0,48,Fog,fog,2013-08-01 02:00:00,344,2,8,2013,Thursday
True,269.62,0.0,0.0,1,Clear,sky is clear,2013-03-22 15:00:00,5954,15,3,2013,Friday
True,298.37,0.0,0.0,56,Clouds,broken clouds,2013-06-26 22:00:00,2205,22,6,2013,Wednesday
True,292.24,2.79,0.0,1,Thunderstorm,thunderstorm,2015-09-28 10:00:00,4494,10,9,2015,Monday
True,291.03,0.0,0.0,32,Clouds,scattered clouds,2014-05-06 16:00:00,6493,16,5,2014,Tuesday
True,285.22,0.0,0.0,75,Mist,mist,2016-03-14 23:00:00,1034,23,3,2016,Monday
True,274.92,0.0,0.0,1,Clear,sky is clear,2013-04-16 02:00:00,234,2,4,2013,Tuesday
True,298.65,0.0,0.0,40,Thunderstorm,proximity thunderstorm,2015-07-11 19:00:00,3438,19,7,2015,Saturday
True,283.01,0.0,0.0,1,Clear,sky is clear,2015-10-30 13:00:00,5466,13,10,2015,Friday
True,255.62,0.0,0.0,1,Clear,sky is clear,2018-02-04 05:00:00,648,5,2,2018,Sunday
True,269.46,0.0,0.0,90,Snow,heavy snow,2013-02-12 07:00:00,6655,7,2,2013,Tuesday
True,286.22,0.0,0.0,1,Clear,sky is clear,2017-05-29 23:00:00,1071,23,5,2017,Monday
True,274.96,0.0,0.0,90,Mist,mist,2016-11-25 11:00:00,3427,11,11,2016,Friday
True,272.49,0.0,0.0,90,Mist,mist,2016-01-07 04:00:00,1081,4,1,2016,Thursday
True,298.86,0.0,0.0,1,Clear,sky is clear,2018-05-24 10:00:00,4532,10,5,2018,Thursday
True,282.29,0.0,0.0,1,Clear,sky is clear,2017-04-01 22:00:00,3198,22,4,2017,Saturday
True,265.29,0.0,0.0,1,Clear,sky is clear,2013-03-14 03:00:00,340,3,3,2013,Thursday
True,289.68,0.0,0.0,1,Mist,mist,2017-07-28 06:00:00,5387,6,7,2017,Friday
